change_metric_(cause),target_value_change_(consequence),support,confidence,uplift
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')"", ""dit: ('(-0.005, 0.125)', '(0.875, 1.005)')""]","bug: ('1', '0')",0.5017301038062284,0.6985294117647058,0.1643598615916955
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')"", ""dit: ('(-0.005, 0.125)', '(0.875, 1.005)')""]","bug: ('1', '0')",0.5017301038062284,0.6666666666666666,0.14186851211072665
"[""lcom3: ('(0.875, 1.005)', '(0.475, 0.885)')"", ""dit: ('(0.285, 0.425)', '(0.875, 1.005)')""]","bug: ('1', '0')",0.5017301038062284,0.8394736842105264,0.054901960784313725
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')""]","bug: ('1', '0')",0.5017301038062284,0.6464583333333332,0.17589388696655134
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')""]","bug: ('1', '0')",0.5017301038062284,0.5280112044817927,0.04387048937221948
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')""]","bug: ('1', '0')",0.5017301038062284,0.5280112044817927,0.04387048937221948
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')"", ""cam: ('(-0.005, 0.34500000000000003)', '(0.645, 0.765)')""]","bug: ('1', '0')",0.5017301038062284,0.5901639344262295,0.06228373702422145
"[""lcom3: ('(0.875, 1.005)', '(0.475, 0.885)')"", ""dit: ('(0.285, 0.425)', '(0.875, 1.005)')""]","bug: ('1', '0')",0.5017301038062284,0.8427350427350427,0.056574394463667826
"[""dit: ('(0.285, 0.425)', '(0.11499999999999999, 0.295)')""]","bug: ('1', '0')",0.5017301038062284,0.5378446115288221,0.028926121532204217
"[""cam: ('(0.395, 0.445)', '(0.485, 0.655)')""]","bug: ('1', '0')",0.5017301038062284,0.3822278911564626,0.019666690205493963
"[""dit: ('(0.11499999999999999, 0.295)', '(0.875, 1.005)')"", ""ic: ('(0.415, 0.585)', '(0.575, 0.835)')""]","bug: ('1', '0')",0.5017301038062284,0.572108843537415,0.047347174163783166
"[""dit: ('(0.285, 0.425)', '(0.11499999999999999, 0.295)')""]","bug: ('1', '0')",0.5017301038062284,0.5285714285714287,0.028248419043073625
"[""dit: ('(0.285, 0.425)', '(0.875, 1.005)')"", ""ic: ('(0.165, 0.425)', '(0.575, 0.835)')""]","bug: ('1', '0')",0.5017301038062284,0.9364583333333334,0.05178777393310265
"[""lcom3: ('(-0.005, 0.295)', '(0.875, 1.005)')""]","bug: ('1', '0')",0.5017301038062284,0.3682539682539683,0.016806722689075626
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')"", ""dam: ('(0.365, 1.005)', '(-0.005, 0.10500000000000001)')""]","bug: ('1', '0')",0.5017301038062284,0.5329059829059829,0.05252787389465591
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')"", ""cam: ('(-0.005, 0.34500000000000003)', '(0.645, 0.765)')""]","bug: ('1', '0')",0.5017301038062284,0.5901639344262295,0.06228373702422145
"[""mfa: ('(-0.005, 0.855)', '(0.9349999999999999, 0.995)')"", ""dam: ('(0.365, 1.005)', '(-0.005, 0.10500000000000001)')""]","bug: ('1', '0')",0.5017301038062284,0.5449346405228759,0.05670895809304115
